company_code,short_name,board,csv_priority,csv_root_cause,before_status,after_status,before_strict,after_strict,before_reason,after_reason,before_page,after_page,before_anchor,after_anchor,before_value,after_value,before_evidence,after_evidence,changed,improved,regressed,dry_run,error
000892,欢瑞世纪,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',16,16,研发费用,研发费用,"研发费用=3,602,868.85","研发费用=3,602,868.85","研发费用 3,602,868.85 3,220,134.55 11.89% 4、研发投入 □适用不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减（%） 经营活动现金流入小计 402,444,686.88 643,663,782.36 -37.48 经营活动现金流出小计 514,649,416.92 464,809,046.69 10.72 经营活动产生的现金流量净额 -…","研发费用 3,602,868.85 3,220,134.55 11.89% 4、研发投入 □适用不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减（%） 经营活动现金流入小计 402,444,686.88 643,663,782.36 -37.48 经营活动现金流出小计 514,649,416.92 464,809,046.69 10.72 经营活动产生的现金流量净额 -…",False,False,False,True,
000982,中银绒业,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',21,21,研发费用,研发费用,"研发费用=10,176,568.37","研发费用=10,176,568.37","研发费用 10,176,568.37 2,446,366.20 315.99% 主要为河南万贯自 2022 年12 月纳入公 司合并范围，合并报 表比较期数据较低。 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2023 年 2022 年 同比增减 经营活动现金流入小计 579,764,384.72 504,955,434.85 14.81% 经营活动现金流出小计 532,412,…","研发费用 10,176,568.37 2,446,366.20 315.99% 主要为河南万贯自 2022 年12 月纳入公 司合并范围，合并报 表比较期数据较低。 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2023 年 2022 年 同比增减 经营活动现金流入小计 579,764,384.72 504,955,434.85 14.81% 经营活动现金流出小计 532,412,…",False,False,False,True,
001266,宏英智能,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',18,18,研发费用,研发费用,"研发费用=59,622,666.69","研发费用=59,622,666.69","研发费用 59,622,666.69 69,709,772.32 -14.47% 4、研发投入 □适用☑不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 718,415,241.00 389,535,013.10 84.43% 经营活动现金流出小计 643,630,670.05 393,701,360.43 63.48% 经营活动产生的现金流量净 额…","研发费用 59,622,666.69 69,709,772.32 -14.47% 4、研发投入 □适用☑不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 718,415,241.00 389,535,013.10 84.43% 经营活动现金流出小计 643,630,670.05 393,701,360.43 63.48% 经营活动产生的现金流量净 额…",False,False,False,True,
001376,百通能源,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',21,21,研发费用,研发费用,"研发费用=188,522.78","研发费用=188,522.78","研发费用 188,522.78 -100.00% 主要系本年度暂未开展研发项目导致； 4、研发投入 □适用不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 1,196,415,067.11 1,214,707,944.02 -1.51% 经营活动现金流出小计 873,536,017.27 917,703,722.97 -4.81% 经营活动产生的现…","研发费用 188,522.78 -100.00% 主要系本年度暂未开展研发项目导致； 4、研发投入 □适用不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 1,196,415,067.11 1,214,707,944.02 -1.51% 经营活动现金流出小计 873,536,017.27 917,703,722.97 -4.81% 经营活动产生的现…",False,False,False,True,
002003,伟星股份,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',18,18,研发费用,研发费用,"研发费用=180,635,486.86","研发费用=180,635,486.86","研发费用 180,635,486.86 159,790,913.19 13.04% 公司需遵守 深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中纺织服 装相关业的披露要求 报告期，公司销售费用主要由职工薪酬、业务招待费、房租费、差旅费、折旧费、汽车费、 办公费等项目构成，具体详见本报告“第十节 财务报告”财务报表附注之“销售费用”。 4、纺织服装相关行业信息披露指引要求的其他信息…","研发费用 180,635,486.86 159,790,913.19 13.04% 公司需遵守 深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中纺织服 装相关业的披露要求 报告期，公司销售费用主要由职工薪酬、业务招待费、房租费、差旅费、折旧费、汽车费、 办公费等项目构成，具体详见本报告“第十节 财务报告”财务报表附注之“销售费用”。 4、纺织服装相关行业信息披露指引要求的其他信息…",False,False,False,True,
002016,世荣兆业,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',21,21,研发费用,研发费用,"研发费用=43,655,948.20","研发费用=43,655,948.20","研发费用 43,655,948.20 35,473,304.43 23.07% 主要原因是本期研发 投入增加。 4、研发投入 □适用 不适用 5、现金流 单位：元","研发费用 43,655,948.20 35,473,304.43 23.07% 主要原因是本期研发 投入增加。 4、研发投入 □适用 不适用 5、现金流 单位：元",False,False,False,True,
002040,南京港,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',14,14,研发费用,研发费用,"研发费用=14,945,169.56","研发费用=14,945,169.56","研发费用 14,945,169.56 19,891,324.32 -24.87% 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 992,323,336.72 1,010,004,086.30 -1.75% 经营活动现金流出小计 654,993,845.95 656,605,462.10 -0.25% 经营活动产生的现金流量…","研发费用 14,945,169.56 19,891,324.32 -24.87% 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 992,323,336.72 1,010,004,086.30 -1.75% 经营活动现金流出小计 654,993,845.95 656,605,462.10 -0.25% 经营活动产生的现金流量…",False,False,False,True,
002183,怡亚通,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',26,26,研发费用,研发费用,"研发费用=30,166,379.00","研发费用=30,166,379.00","研发费用 30,166,379.00 26,910,913.00 12.10%","研发费用 30,166,379.00 26,910,913.00 12.10%",False,False,False,True,
002274,华昌化工,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',32,32,研发费用,研发费用,"研发费用=89,148,417.08","研发费用=89,148,417.08","研发费用 89,148,417.08 101,660,905.52 -12.31% 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 6,163,528,620.21 5,786,648,077.76 6.51% 经营活动现金流出小计 5,783,254,551.00 4,957,006,295.51 16.67% 经营活动产…","研发费用 89,148,417.08 101,660,905.52 -12.31% 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 6,163,528,620.21 5,786,648,077.76 6.51% 经营活动现金流出小计 5,783,254,551.00 4,957,006,295.51 16.67% 经营活动产…",False,False,False,True,
002285,世联行,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',26,26,研发费用,研发费用,"研发费用=25,892,781.46","研发费用=25,892,781.46","研发费用 25,892,781.46 33,466,200.40 -22.63% 税金及附加 13,650,358.04 19,852,326.70 -31.24% 公司营业收入减少，各项附加税减少。 其他收益 15,612,520.83 26,963,194.23 -42.10% 主要进项税加计抵减减少。 投资收益 -9,203,273.24 4,980,146.85 -284.80% 处置子…","研发费用 25,892,781.46 33,466,200.40 -22.63% 税金及附加 13,650,358.04 19,852,326.70 -31.24% 公司营业收入减少，各项附加税减少。 其他收益 15,612,520.83 26,963,194.23 -42.10% 主要进项税加计抵减减少。 投资收益 -9,203,273.24 4,980,146.85 -284.80% 处置子…",False,False,False,True,
002306,ST云网,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',21,21,研发费用,研发费用,"研发费用=544,420.42","研发费用=544,420.42","研发费用 544,420.42 -100.00% 主要系剥离游戏业务 所致。 4、研发投入 □适用不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 348,791,839.91 288,341,212.48 20.96% 经营活动现金流出小计 323,586,838.34 280,328,415.18 15.43% 经营活动产生的现金流量净 额 2…","研发费用 544,420.42 -100.00% 主要系剥离游戏业务 所致。 4、研发投入 □适用不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 348,791,839.91 288,341,212.48 20.96% 经营活动现金流出小计 323,586,838.34 280,328,415.18 15.43% 经营活动产生的现金流量净 额 2…",False,False,False,True,
002366,融发核电,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',17,17,研发费用,研发费用,"研发费用=38,430,907.86","研发费用=38,430,907.86","研发费用 38,430,907.86 22,955,102.45 67.42% 研发活动增加导致 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 837,738,953.60 1,159,764,752.89 -27.77% 经营活动现金流出小计 1,194,076,135.73 1,910,303,844.42 -37.4…","研发费用 38,430,907.86 22,955,102.45 67.42% 研发活动增加导致 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 837,738,953.60 1,159,764,752.89 -27.77% 经营活动现金流出小计 1,194,076,135.73 1,910,303,844.42 -37.4…",False,False,False,True,
002380,科远智慧,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',17,17,研发费用,研发费用,"研发费用=175,659,119.77","研发费用=175,659,119.77","研发费用 175,659,119.77 143,778,915.26 22.17% 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 1,232,322,613.08 1,165,814,261.47 5.70% 经营活动现金流出小计 1,012,656,398.13 993,514,875.66 1.93% 经营活动产生的现…","研发费用 175,659,119.77 143,778,915.26 22.17% 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 1,232,322,613.08 1,165,814,261.47 5.70% 经营活动现金流出小计 1,012,656,398.13 993,514,875.66 1.93% 经营活动产生的现…",False,False,False,True,
002423,中粮资本,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',20,20,研发费用,研发费用,"研发费用=18,618,680.89","研发费用=18,618,680.89","研发费用 18,618,680.89 36,798,009.45 -49.40% 主要系数字化投入减少所致","研发费用 18,618,680.89 36,798,009.45 -49.40% 主要系数字化投入减少所致",False,False,False,True,
002505,鹏都农牧,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',23,23,研发费用,研发费用,"研发费用=14,419,778.40","研发费用=14,419,778.40",47.62% 主要是羊业研发费用,47.62% 主要是羊业研发费用,False,False,False,True,
002569,*ST步森,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',18,18,研发费用,研发费用,"研发费用=1,132,896.32","研发费用=1,132,896.32","研发费用 1,132,896.32 2,689,981.96 -57.88% 主要原因为本期研发 投入减少所致 公司需遵守《深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中纺织服装相关业的披露要求 项 目 本期发生额 上期发生额 职工薪酬 12,452,242.20 14,423,420.58 运输及市场费 9,579,773.28 2,792,780.65 租赁及物业费 3,04…","研发费用 1,132,896.32 2,689,981.96 -57.88% 主要原因为本期研发 投入减少所致 公司需遵守《深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中纺织服装相关业的披露要求 项 目 本期发生额 上期发生额 职工薪酬 12,452,242.20 14,423,420.58 运输及市场费 9,579,773.28 2,792,780.65 租赁及物业费 3,04…",False,False,False,True,
002645,华宏科技,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',21,21,研发费用,研发费用,"研发费用=183,452,705.08","研发费用=183,452,705.08","研发费用 183,452,705.08 261,404,316.02 -29.82% 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减","研发费用 183,452,705.08 261,404,316.02 -29.82% 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减",False,False,False,True,
002656,*ST摩登,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',24,24,研发费用,研发费用,"研发费用=4,879,295.23","研发费用=4,879,295.23","研发费用 4,879,295.23 5,230,053.88 -6.71% 公司需遵守《深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中纺织服装相关业的披露要求 销售费用构成 2024 年 2023 年 同比增减 重大变动说明 工资及福利费用 45,416,008.57 44,756,608.63 1.47% 广告费用 11,510,698.36 11,701,141.32 -1.…","研发费用 4,879,295.23 5,230,053.88 -6.71% 公司需遵守《深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中纺织服装相关业的披露要求 销售费用构成 2024 年 2023 年 同比增减 重大变动说明 工资及福利费用 45,416,008.57 44,756,608.63 1.47% 广告费用 11,510,698.36 11,701,141.32 -1.…",False,False,False,True,
002679,福建金森,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',15,15,研发费用,研发费用,"研发费用=967,072.49","研发费用=967,072.49","研发费用 967,072.49 -100.00% 报告期公司暂无研发 项目支出。 4、研发投入 □适用☑不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 239,921,121.61 267,063,356.58 -10.16% 经营活动现金流出小计 162,881,793.67 197,054,774.54 -17.34%","研发费用 967,072.49 -100.00% 报告期公司暂无研发 项目支出。 4、研发投入 □适用☑不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 239,921,121.61 267,063,356.58 -10.16% 经营活动现金流出小计 162,881,793.67 197,054,774.54 -17.34%",False,False,False,True,
002731,ST萃华,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',39,39,研发费用,研发费用,"研发费用=4,029,595.74","研发费用=4,029,595.74",-76.10% 主要是报告期内子公司思特瑞锂业研发费用较上,-76.10% 主要是报告期内子公司思特瑞锂业研发费用较上,False,False,False,True,
002742,冀衡医药,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',16,16,研发费用,研发费用,"研发费用=20,873,564.71","研发费用=20,873,564.71","研发费用 20,873,564.71 17,371,581.69 20.16% 医药板块加大了研发 投入 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 967,827,045.65 1,301,041,752.23 -25.61% 经营活动现金流出小计 1,014,845,934.95 1,352,636,349.44 -…","研发费用 20,873,564.71 17,371,581.69 20.16% 医药板块加大了研发 投入 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 967,827,045.65 1,301,041,752.23 -25.61% 经营活动现金流出小计 1,014,845,934.95 1,352,636,349.44 -…",False,False,False,True,
002769,普路通,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',17,17,研发费用,研发费用,"研发费用=8,323,459.14","研发费用=8,323,459.14","研发费用 8,323,459.14 20,631,544.04 -59.66% 主要系研发人员减少 所致 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 18,893,320,250.85 13,194,825,385.42 43.19% 经营活动现金流出小计 19,114,179,157.05 12,952,874,804…","研发费用 8,323,459.14 20,631,544.04 -59.66% 主要系研发人员减少 所致 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 18,893,320,250.85 13,194,825,385.42 43.19% 经营活动现金流出小计 19,114,179,157.05 12,952,874,804…",False,False,False,True,
002879,长缆科技,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',75,75,研发费用,研发费用,"研发费用=62,015,737.42","研发费用=62,015,737.42","研发费用 62,015,737.42 77,743,302.53 财务费用 -3,592,887.21 -5,263,807.21 其中：利息费用 2,367.30 利息收入 3,515,502.90 5,489,286.44 加：其他收益 14,148,870.73 11,262,766.63 投资收益（损失以“－”号填 列） 624,060.17 934,001.52","研发费用 62,015,737.42 77,743,302.53 财务费用 -3,592,887.21 -5,263,807.21 其中：利息费用 2,367.30 利息收入 3,515,502.90 5,489,286.44 加：其他收益 14,148,870.73 11,262,766.63 投资收益（损失以“－”号填 列） 624,060.17 934,001.52",False,False,False,True,
002891,中宠股份,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',103,103,研发费用,研发费用,"研发费用=69,612,471.50","研发费用=69,612,471.50","研发费用 69,612,471.50 45,628,889.30 财务费用 24,502,437.25 21,922,056.39 其中：利息费用 29,075,700.95 27,507,013.21 利息收入 1,920,469.76 2,866,872.45 加：其他收益 9,664,088.87 2,961,670.64 投资收益（损失以“－”号填 列） 186,694,316.07 1…","研发费用 69,612,471.50 45,628,889.30 财务费用 24,502,437.25 21,922,056.39 其中：利息费用 29,075,700.95 27,507,013.21 利息收入 1,920,469.76 2,866,872.45 加：其他收益 9,664,088.87 2,961,670.64 投资收益（损失以“－”号填 列） 186,694,316.07 1…",False,False,False,True,
002892,科力尔,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',218,218,研发费用,研发费用,"研发费用=45,332,559.94","研发费用=45,332,559.94",研发费用加计扣除,研发费用加计扣除,False,False,False,True,
002896,中大力德,szse_main,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',87,87,研发费用,研发费用,"研发费用=63,849,545.74","研发费用=63,849,545.74","研发费用 63,849,545.74 70,001,981.14 财务费用 4,296,937.41 2,911,285.69 其中：利息费用 3,221,757.80 4,101,574.51 利息收入 393,091.32 830,719.51 加：其他收益 21,158,209.89 22,778,065.94 投资收益（损失以“－”号填 列） -1,171,469.31 21,932.6…","研发费用 63,849,545.74 70,001,981.14 财务费用 4,296,937.41 2,911,285.69 其中：利息费用 3,221,757.80 4,101,574.51 利息收入 393,091.32 830,719.51 加：其他收益 21,158,209.89 22,778,065.94 投资收益（损失以“－”号填 列） -1,171,469.31 21,932.6…",False,False,False,True,
300251,光线传媒,chinext,P0,profit_statement_研发费用_not_rnd_table,found,found,partial,partial,non-total label '研发费用',non-total label '研发费用',18,18,研发费用,研发费用,"研发费用=32,995,133.87","研发费用=32,995,133.87","研发费用 32,995,133.87 31,827,183.73 3.67% 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 1,738,362,097.06 1,780,954,000.78 -2.39% 经营活动现金流出小计 1,399,605,102.69 1,138,858,976.87 22.90% 经营活动产生的…","研发费用 32,995,133.87 31,827,183.73 3.67% 4、研发投入 □适用 不适用 5、现金流 单位：元 项目 2024 年 2023 年 同比增减 经营活动现金流入小计 1,738,362,097.06 1,780,954,000.78 -2.39% 经营活动现金流出小计 1,399,605,102.69 1,138,858,976.87 22.90% 经营活动产生的…",False,False,False,True,
