code,name,board,schema_profile,subtype_caveat_flag,field,extraction_type,status,proxy_plausible,automated_strict_label,automated_reason,value_preview,evidence_sentence,page,source_url,pdf_path,manual_grade,manual_notes,reviewer,reviewed_at
600318,新力金融,sse_main,bank,True,provision_coverage_ratio,numeric,not_found,False,not_found_unverified,status=not_found (unverified by automation),,,,http://static.cninfo.com.cn/finalpage/2025-03-28/1222924117.PDF,outputs/generalization/full_market_2024/sse_main/600318/600318.pdf,ABSENT-OK,tag-review-600318|na-subtype,model-gpt-5.4,2026-06-25
600318,新力金融,sse_main,bank,True,regional_distribution,table,partial,False,partial,status=partial,"{'note': 'anchor located but no parseable table; snippet fallback', 'snippet': '分地区、分销售模式情况 单位：元 币种：人民币 主营业务分行业情况 分行业 营业收入 营业成本 毛利率 （%） 营业收入比 上年增减 （%） 营业成本比 上年增...",分地区、分销售模式情况,17,http://static.cninfo.com.cn/finalpage/2025-03-28/1222924117.PDF,outputs/generalization/full_market_2024/sse_main/600318/600318.pdf,PARTIAL,tag-review-600318|loc:p17,model-gpt-5.4,2026-06-25
600816,建元信托,sse_main,bank,True,industry_discussion,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=317),所处行业情况 2024 年是“三分类新规”正式发布实施后，信托行业完整展业的第一年，也是信托公司历经 “新分类格局”、“新监管体制”、“新评级标准”、“新盈利模式”和“新市场环境”等行业 变革，逐步调整定位走出阵痛，由转型探索期走向转型发展期的关键之年。各家信托公司继续深 入挖掘自身资源禀赋，回归信托本源，聚焦做好科技...,所处行业情况 2024 年是“三分类新规”正式发布实施后，信托行业完整展业的第一年，也是信托公司历经 “新分类格局”、“新监管体制”、“新评级标准”、“新盈利模式”和“新市场环境”等行业 变革，逐步调整定位走出阵痛，由转型探索期走向转型发展期的关键之年。各家信托公司继续深 入挖掘自身资源禀赋，回归信托本源，聚焦做好科技金融、绿色金融、普惠金融、养老金融、数 字金融五篇大文章，加快推动服务生态创新…,11,http://static.cninfo.com.cn/finalpage/2025-02-28/1222663037.PDF,outputs/generalization/full_market_2024/sse_main/600816/600816.pdf,CORRECT,tag-review-600816|loc:p11,model-gpt-5.4,2026-06-25
600816,建元信托,sse_main,bank,True,risk_factors,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=282),可能面对的风险 √适用 □不适用 公司在经营活动中可能遇到的风险为信用风险、市场风险、操作风险、合规风险、声誉风险、 战略风险、流动性风险等。 1、信用风险 信用风险主要指交易对手不履行义务的可能性，主要表现为：在贷款、资产回购、后续资金 安排、担保、履约承诺等交易过程中，借款人、担保人、保管人（托管人）等交易对手不履...,可能面对的风险 √适用 □不适用 公司在经营活动中可能遇到的风险为信用风险、市场风险、操作风险、合规风险、声誉风险、 战略风险、流动性风险等。 1、信用风险 信用风险主要指交易对手不履行义务的可能性，主要表现为：在贷款、资产回购、后续资金 安排、担保、履约承诺等交易过程中，借款人、担保人、保管人（托管人）等交易对手不履行承 诺，不能或不愿履行合约承诺而使信托财产和固有财产遭受潜在损失的可能性。…,23,http://static.cninfo.com.cn/finalpage/2025-02-28/1222663037.PDF,outputs/generalization/full_market_2024/sse_main/600816/600816.pdf,CORRECT,tag-review-600816|loc:p23,model-gpt-5.4,2026-06-25
600816,建元信托,sse_main,bank,True,major_subsidiaries,section_snippet,found,True,partial,substantive but out-of-region (len=276),纳入合并范围的结构化主体 本公司对结构化主体是否应纳入合并范围进行判断，包括本公司作为受托人的结构化主体和本公 司投资的由其他机构发行的结构化主体。 本期公司认购或受让的资产管理计划、基金、信托计划，综合考虑本公司对该等结构化主体拥有 的权利及参与该等结构化主体的相关活动而享有可变回报等控制因素，认定将本公司控制的18...,纳入合并范围的结构化主体,175,http://static.cninfo.com.cn/finalpage/2025-02-28/1222663037.PDF,outputs/generalization/full_market_2024/sse_main/600816/600816.pdf,WRONG,tag-review-600816|wrong-line-item|loc:p175,model-gpt-5.4,2026-06-25
600816,建元信托,sse_main,bank,True,main_business_segments,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=316),公司金融牌照价值，提升资本运作空间。 （二）多元化产业背景的股东优势 公司为国有控股上市公司，上海砥安为公司控股股东，上海电气控股集团有限公司、上海国 盛（集团）有限公司、上海机场（集团）有限公司、上海国际集团有限公司以及中国信托业保障 基金有限责任公司为公司的直接或间接股东，多元化产业及国资背景股东为公司带来产业链金...,公司金融牌照价值，提升资本运作空间。,12,http://static.cninfo.com.cn/finalpage/2025-02-28/1222663037.PDF,outputs/generalization/full_market_2024/sse_main/600816/600816.pdf,PARTIAL,tag-review-600816|loc:p12,model-gpt-5.4,2026-06-25
600816,建元信托,sse_main,bank,True,net_interest_income,numeric,partial,False,partial,status=partial,"利息净收入=32,241,510.00","利息净收入 32,241,510.00 16,153,856.51 利息收入 32,790,430.81 28,617,331.54 利息支出 548,920.81 12,463,475.03 手续费及佣金净收入 273,572,565.84 305,168,279.09 手续费及佣金收入 273,572,565.84 305,168,279.09 手续费及佣金支出 投资收益（损失以“-”号填列…",74,http://static.cninfo.com.cn/finalpage/2025-02-28/1222663037.PDF,outputs/generalization/full_market_2024/sse_main/600816/600816.pdf,CORRECT,tag-review-600816|loc:p74|exact-label:利息净收入,model-gpt-5.4,2026-06-25
600816,建元信托,sse_main,bank,True,non_interest_income,numeric,partial,False,partial,status=partial,"手续费及佣金净收入=273,572,565.84","手续费及佣金净收入 273,572,565.84 305,168,279.09 手续费及佣金收入 273,572,565.84 305,168,279.09 手续费及佣金支出 投资收益（损失以“-”号填列） 2 107,538,363.25 99,449,189.92 其中：对联营企业和合营企业的投资 收益 以摊余成本计量的金融资产终 止确认产生的收益（损失以“-”号 填列） 净敞口套期收益（损…",74,http://static.cninfo.com.cn/finalpage/2025-02-28/1222663037.PDF,outputs/generalization/full_market_2024/sse_main/600816/600816.pdf,CORRECT,tag-review-600816|loc:p74|exact-label:手续费及佣金净收入,model-gpt-5.4,2026-06-25
600816,建元信托,sse_main,bank,True,loan_structure,table,partial,False,partial,status=partial,"[table p.167 hits=1] 发放贷款和垫款 | 69,547,945.20 | 58,425,000.00 / 应收利息 | | 26,660,884.00",发放贷款和垫款,167,http://static.cninfo.com.cn/finalpage/2025-02-28/1222663037.PDF,outputs/generalization/full_market_2024/sse_main/600816/600816.pdf,ABSENT-OK,tag-review-600816|na-subtype|loc:p167,model-gpt-5.4,2026-06-25
600816,建元信托,sse_main,bank,True,deposit_structure,table,partial,False,partial,status=partial,"[table p.71 hits=1] 吸收存款 | | | / 应付职工薪酬 | | 193,331,543.62 | 221,976,319.27","吸收存款 应付职工薪酬 193,331,543.62 221,976,319.27 应交税费 3,537,257.81 13,581,882.73 应付款项 合同负债 6,494,203.75 持有待售负债 预计负债 210,388,298.73 长期借款 应付债券 其中：优先股 永续债 租赁负债 5,919,748.23 2,662,285.88 递延所得税负债 其他负债 7,911,981,…",71,http://static.cninfo.com.cn/finalpage/2025-02-28/1222663037.PDF,outputs/generalization/full_market_2024/sse_main/600816/600816.pdf,ABSENT-OK,tag-review-600816|na-subtype|loc:p71,model-gpt-5.4,2026-06-25
600816,建元信托,sse_main,bank,True,npl_ratio,numeric,partial,False,partial,status=partial,不良贷款比例=100,不良贷款比例100（%）。,196,http://static.cninfo.com.cn/finalpage/2025-02-28/1222663037.PDF,outputs/generalization/full_market_2024/sse_main/600816/600816.pdf,PARTIAL,tag-review-600816|loc:p196,model-gpt-5.4,2026-06-25
600816,建元信托,sse_main,bank,True,capital_adequacy_ratio,numeric,not_found,False,not_found_unverified,status=not_found (unverified by automation),,,,http://static.cninfo.com.cn/finalpage/2025-02-28/1222663037.PDF,outputs/generalization/full_market_2024/sse_main/600816/600816.pdf,ABSENT-OK,tag-review-600816|na-subtype,model-gpt-5.4,2026-06-25
600816,建元信托,sse_main,bank,True,provision_coverage_ratio,numeric,not_found,False,not_found_unverified,status=not_found (unverified by automation),,,,http://static.cninfo.com.cn/finalpage/2025-02-28/1222663037.PDF,outputs/generalization/full_market_2024/sse_main/600816/600816.pdf,ABSENT-OK,tag-review-600816|na-subtype,model-gpt-5.4,2026-06-25
600816,建元信托,sse_main,bank,True,regional_distribution,table,found,True,partial,single data row (single data row),[table p.14 hits=1] 主营业务分地区情况 | | | | | / 分地区 | 营业收入 | 营业成本 | 毛利率 （%） | 营业收入 比上年增 减（%） | 营业成本 比上年增 减（%）,"分地区 营业收入 营业成本 毛利率 （%） 营业收入 比上年增 减（%） 营业成本 比上年增 减（%） 毛利率比 上年增减 （%） 国内 305,649,057.13 不适用 不适用 -8.55 不适用 不适用 主营业务分销售模式情况 销售模式 营业收入 营业成本 毛利率 （%） 营业收入 比上年增 减（%） 营业成本 比上年增 减（%） 毛利率比 上年增减 （%）",14,http://static.cninfo.com.cn/finalpage/2025-02-28/1222663037.PDF,outputs/generalization/full_market_2024/sse_main/600816/600816.pdf,CORRECT,tag-review-600816|loc:p14,model-gpt-5.4,2026-06-25
601963,重庆银行,sse_main,bank,False,industry_discussion,section_snippet,partial,False,partial,status=partial with some content,宏观经济变量的预测和多个宏观情 景的假设及权重等； • 评估单项减值测试的模型和假设，分析管理层 预计未来现金流量的合理性，包括金额、时间 以及发生概率，尤其是抵质押品的可收回金额。 2、 关键控制的设计和执行的有效性： • 评估并测试用于确认预期信用损失准备的数据 和流程，包括发放贷款和垫款及金融投资－债 权投资的业...,宏观经济变量的预测和多个宏观情,182,http://static.cninfo.com.cn/finalpage/2025-03-22/1222868927.PDF,outputs/generalization/full_market_2024/sse_main/601963/601963.pdf,WRONG,loc:p182|issue:wrong-section|exact-label:财务报表附注-预期信用损失,model-composer-2.5,2026-06-25
601963,重庆银行,sse_main,bank,False,risk_factors,section_snippet,found,True,partial,substantive in-region but weak anchor match (len=284),风险 管理 委员会 关联交 易控制 委员会 信息科 技指导 委员会 消费者 权益保护 委员会 合计 现场 通讯 委托 杨秀明 2/2 13/15 10/12 3/3 2 5/5 1/1 高嵩 3/3 20/20 14/14 6/6 0 6/6 8/8 1/1 非执行董事 黄汉兴 3/3 20/20 14/14 6/6 ...,风险 管理 委员会 关联交 易控制 委员会 信息科 技指导 委员会 消费者 权益保护 委员会 合计 现场 通讯 委托 杨秀明 2/2 13/15 10/12 3/3 2 5/5 1/1 高嵩 3/3 20/20 14/14 6/6 0 6/6 8/8 1/1 非执行董事 黄汉兴 3/3 20/20 14/14 6/6 0 11/11 12/12 3/3 郭喜乐 2/2 9/10 8/9 1/1…,85,http://static.cninfo.com.cn/finalpage/2025-03-22/1222868927.PDF,outputs/generalization/full_market_2024/sse_main/601963/601963.pdf,WRONG,loc:p85|issue:wrong-section|exact-label:董事会专门委员会出席情况,model-composer-2.5,2026-06-25
601963,重庆银行,sse_main,bank,False,major_subsidiaries,section_snippet,partial,False,partial,status=partial with some content,主要子公司详见附注四、10(a)。 本财务报表由本行董事会于2025年3月21日批准报出。 2024年度报告 203 财务报表附注 2024年度 人民币千元 二、 重要会计政策和会计估计 本集团是金融机构，重要会计政策主要包括金融工具的确认、分类和计量以及金融资产减值准备（附注二、9） 等。 本集团在运用重要的会计政策...,主要子公司详见附注四、10(a)。,203,http://static.cninfo.com.cn/finalpage/2025-03-22/1222868927.PDF,outputs/generalization/full_market_2024/sse_main/601963/601963.pdf,PARTIAL,loc:p203|issue:pointer-only|exact-label:主要子公司详见附注四、10(a),model-composer-2.5,2026-06-25
601963,重庆银行,sse_main,bank,False,main_business_segments,section_snippet,partial,False,partial,status=partial with some content,经营分部报告与汇报给主要经营决策者的内部报告一致。主要经营决策者是向各经营分部分配资源并评价 其业绩的个人或团队。以行长为代表的高级管理层为本集团的主要经营决策者。 经营分部是指本集团内同时满足下列条件的组成部分：(1)该组成部分能够在日常活动中产生收入、发生费 用；(2)本集团管理层能够定期评价该组成部分的经营成果，...,经营分部报告与汇报给主要经营决策者的内部报告一致。,224,http://static.cninfo.com.cn/finalpage/2025-03-22/1222868927.PDF,outputs/generalization/full_market_2024/sse_main/601963/601963.pdf,WRONG,loc:p224|issue:wrong-section|exact-label:经营分部-会计政策,model-composer-2.5,2026-06-25
601963,重庆银行,sse_main,bank,False,net_interest_income,numeric,partial,False,partial,status=partial,"利息净收入=10,176,129","利息净收入 10,176,129 10,447,003 (2.59) 10,808,258 11,596,773 11,060,738 手续费及佣金净收入 887,599 411,438 115.73 761,341 768,822 1,037,047 投资收益 2,362,461 2,010,579 17.50 1,843,673 1,670,694 1,440,125 公允价值变动损益 10…",15,http://static.cninfo.com.cn/finalpage/2025-03-22/1222868927.PDF,outputs/generalization/full_market_2024/sse_main/601963/601963.pdf,CORRECT,loc:p15|exact-label:利息净收入,model-gpt-5.4,2026-06-25
601963,重庆银行,sse_main,bank,False,non_interest_income,numeric,partial,False,partial,status=partial,"手续费及佣金净收入=887,599","手续费及佣金净收入 887,599 411,438 115.73 761,341 768,822 1,037,047 投资收益 2,362,461 2,010,579 17.50 1,843,673 1,670,694 1,440,125 公允价值变动损益 107,582 115,941 (7.21) (555,893) 396,016 (248,532) 汇兑损益 11,623 9,809 1…",15,http://static.cninfo.com.cn/finalpage/2025-03-22/1222868927.PDF,outputs/generalization/full_market_2024/sse_main/601963/601963.pdf,PARTIAL,loc:p15|exact-label:手续费及佣金净收入,model-gpt-5.4,2026-06-25
601963,重庆银行,sse_main,bank,False,loan_structure,table,partial,False,partial,status=partial,"{'note': 'anchor located but no parseable table; snippet fallback', 'snippet': '发放贷款和垫款 – 11,382,623 25,084,138 98,329,196 211,362,100 76,627,959 – 4,477,829 42...",发放贷款和垫款,382,http://static.cninfo.com.cn/finalpage/2025-03-22/1222868927.PDF,outputs/generalization/full_market_2024/sse_main/601963/601963.pdf,WRONG,loc:p382|exact-label:发放贷款和垫款|issue:wrong-table|follow:#30-extract,model-gpt-5.4,2026-06-25
601963,重庆银行,sse_main,bank,False,deposit_structure,table,partial,False,partial,status=partial,"{'note': 'anchor located but no parseable table; snippet fallback', 'snippet': '吸收存款 (87,284,683) (21,033,344) (38,432,831) (83,015,223) (200,767,857) (39,453) ...","吸收存款 (87,284,683) (21,033,344) (38,432,831) (83,015,223) (200,767,857) (39,453) – – (430,573,391) 应付债券 – (8,130,000) (25,899,898) (97,233,750) (19,376,363) (5,932,500) – – (156,572,511) 其他金融负债 (605,0…",379,http://static.cninfo.com.cn/finalpage/2025-03-22/1222868927.PDF,outputs/generalization/full_market_2024/sse_main/601963/601963.pdf,WRONG,loc:p379|exact-label:吸收存款|issue:wrong-table|follow:#30-extract,model-gpt-5.4,2026-06-25
601963,重庆银行,sse_main,bank,False,npl_ratio,numeric,not_found,False,not_found_missed,PDF anchor+digit found but extractor not_found,"不良贷款率 (%) 贷款金额 占比(%) 不良贷款 金额 不良贷款率 (%) 公司贷款－以摊余成本计量 制造业 31,345,400 7.15 685,568 2.19 27,598,449 7.07 857,770 3.11 批发和零售业 30,259,485 6.90 678,920 2.24 21,555,067...","不良贷款率 (%) 贷款金额 占比(%) 不良贷款 金额 不良贷款率 (%) 公司贷款－以摊余成本计量 制造业 31,345,400 7.15 685,568 2.19 27,598,449 7.07 857,770 3.11 批发和零售业 30,259,485 6.90 678,920 2.24 21,555,067 5.52 1,118,277 5.19 建筑业 24,890,411 5.6…",43,http://static.cninfo.com.cn/finalpage/2025-03-22/1222868927.PDF,outputs/generalization/full_market_2024/sse_main/601963/601963.pdf,MISSED,loc:p43|issue:extract-miss|exact-label:不良贷款率|follow:#30-extract,model-gpt-5.4,2026-06-25
601963,重庆银行,sse_main,bank,False,capital_adequacy_ratio,numeric,partial,False,partial,status=partial,资本充足率=8; 核心一级资本充足率=8; 一级资本充足率=8; 总额=7.44,资本充足率指标(%),17,http://static.cninfo.com.cn/finalpage/2025-03-22/1222868927.PDF,outputs/generalization/full_market_2024/sse_main/601963/601963.pdf,PARTIAL,loc:p17|exact-label:资本充足率指标,model-gpt-5.4,2026-06-25
601963,重庆银行,sse_main,bank,False,provision_coverage_ratio,numeric,partial,False,partial,status=partial,拨备覆盖率=6; 总额=7.44,拨备覆盖率(6),17,http://static.cninfo.com.cn/finalpage/2025-03-22/1222868927.PDF,outputs/generalization/full_market_2024/sse_main/601963/601963.pdf,PARTIAL,loc:p17|exact-label:拨备覆盖率,model-gpt-5.4,2026-06-25
601963,重庆银行,sse_main,bank,False,regional_distribution,table,partial,False,partial,status=partial,"{'note': 'anchor located but no parseable table; snippet fallback', 'snippet': '按地区分布情况 本集团 2024年 12月31日 2023年 12月31日 重庆市 334,655,355 302,355,279 陕西省 38,093,362...",按地区分布情况,236,http://static.cninfo.com.cn/finalpage/2025-03-22/1222868927.PDF,outputs/generalization/full_market_2024/sse_main/601963/601963.pdf,CORRECT,loc:p236|exact-label:按地区分布情况,model-gpt-5.4,2026-06-25
002966,苏州银行,szse_main,bank,False,industry_discussion,section_snippet,partial,False,partial,status=partial with some content,经营环境变化而导致的风险。战略风险管理能力缺陷可能直接影响银行战 略规划的适用性和有效性，对商业银行经营业绩、市场竞争力和可持续发展产生严重的负面影响。 苏州银行股份有限公司2024 年年度报告 48 报告期内，本行建立起较为完整的战略风险管理架构。董事会负责审批战略风险管理政策，监督高级管理层履行战略风 险管理中的各...,经营环境变化而导致的风险。,47,http://static.cninfo.com.cn/finalpage/2025-04-29/1223374198.PDF,outputs/generalization/full_market_2024/szse_main/002966/002966.pdf,PARTIAL,loc:p47|issue:generic-snippet|exact-label:合规风险,model-composer-2.5,2026-06-25
002966,苏州银行,szse_main,bank,False,risk_factors,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=318),可能面对的风险 总体来看，2025 年我国经济预计有望在政策支持和结构性改革的推动下保持稳定增长，但全球经济复苏的不确定性、 地缘政治风险以及国内经济结构调整可能对2025 年的经济形势产生一定影响。银行业需要通过调整业务结构、加强风险管 理、推进数字化转型等方式，提升自身的竞争力和抗风险能力，以应对未来的不确定性。2...,可能面对的风险 总体来看，2025 年我国经济预计有望在政策支持和结构性改革的推动下保持稳定增长，但全球经济复苏的不确定性、 地缘政治风险以及国内经济结构调整可能对2025 年的经济形势产生一定影响。银行业需要通过调整业务结构、加强风险管 理、推进数字化转型等方式，提升自身的竞争力和抗风险能力，以应对未来的不确定性。2025 年是本行新三年战略规划的 承启之年，本行始终坚持“以客户为中心”的一体…,56,http://static.cninfo.com.cn/finalpage/2025-04-29/1223374198.PDF,outputs/generalization/full_market_2024/szse_main/002966/002966.pdf,CORRECT,loc:p56|exact-label:可能面对的风险,model-composer-2.5,2026-06-25
002966,苏州银行,szse_main,bank,False,major_subsidiaries,section_snippet,found,True,partial,substantive but out-of-region (len=275),主要子公司及对公司净利润影响达10%以上的参股公司情况 苏州银行股份有限公司2024 年年度报告 42 单位：人民币千元 公司名 称 公 司 类 型 主要业务 注册资本 总资产 净资产 营业收入 营业利润 净利润 江苏沭 阳东吴 村镇银 行 子 公 司 吸收公众存款；发放短期、中期和 长期贷款；办理国内结算；办理票 据...,主要子公司及对公司净利润影响达10%以上的参股公司情况,41,http://static.cninfo.com.cn/finalpage/2025-04-29/1223374198.PDF,outputs/generalization/full_market_2024/szse_main/002966/002966.pdf,CORRECT,loc:p41|exact-label:主要子公司,model-composer-2.5,2026-06-25
002966,苏州银行,szse_main,bank,False,main_business_segments,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=316),主要业务分部有公司业务、个人业务、资金业务和其他业务分部。分部间的转移价格按照资金来源和运用的期 限，匹配中国人民银行公布的LPR 利率和同业市场利率水平确定，费用根据受益情况在不同分部间进行分配。 公司业务指为公司客户提供的银行业务服务，包括存款、贷款、投行、结算、与贸易相关的产品及其他服务等； 个人业务指为个人客户...,主要业务分部有公司业务、个人业务、资金业务和其他业务分部。,33,http://static.cninfo.com.cn/finalpage/2025-04-29/1223374198.PDF,outputs/generalization/full_market_2024/szse_main/002966/002966.pdf,CORRECT,loc:p33|exact-label:业务分部,model-composer-2.5,2026-06-25
002966,苏州银行,szse_main,bank,False,net_interest_income,numeric,found,True,usable,"amount label '利息净收入' value=7,905,110","利息净收入=7,905,110","利息净收入 7,905,110 8,482,893 -577,783 -6.81% 利息收入 20,808,845 20,317,627 491,218 2.42% 利息支出 12,903,735 11,834,734 1,069,001 9.03% 手续费及佣金净收入 1,059,248 1,238,597 -179,349 -14.48% 手续费及佣金收入 1,179,754 1,390,3…",19,http://static.cninfo.com.cn/finalpage/2025-04-29/1223374198.PDF,outputs/generalization/full_market_2024/szse_main/002966/002966.pdf,CORRECT,loc:p19|exact-label:利息净收入,model-gpt-5.4,2026-06-25
002966,苏州银行,szse_main,bank,False,non_interest_income,numeric,found,True,usable,"amount label '手续费及佣金净收入' value=1,059,248","手续费及佣金净收入=1,059,248","手续费及佣金净收入 1,059,248 1,238,597 -179,349 -14.48% 手续费及佣金收入 1,179,754 1,390,381 -210,627 -15.15% 手续费及佣金支出 120,505 151,784 -31,279 -20.61% 其他收益 53,717 179,348 -125,631 -70.05% 投资收益 2,325,805 1,766,667 559…",19,http://static.cninfo.com.cn/finalpage/2025-04-29/1223374198.PDF,outputs/generalization/full_market_2024/szse_main/002966/002966.pdf,PARTIAL,loc:p19|exact-label:手续费及佣金净收入,model-gpt-5.4,2026-06-25
002966,苏州银行,szse_main,bank,False,loan_structure,table,found,True,usable,8 data rows,"[table p.20 hits=1] 发放贷款和垫款 | | 12,574,619 | | | 11,917,139 / 存放中央银行款项 | | 338,418 | | | 297,850",发放贷款和垫款,20,http://static.cninfo.com.cn/finalpage/2025-04-29/1223374198.PDF,outputs/generalization/full_market_2024/szse_main/002966/002966.pdf,WRONG,loc:p20|exact-label:发放贷款和垫款利息收入|issue:wrong-table|follow:#30-extract,model-gpt-5.4,2026-06-25
002966,苏州银行,szse_main,bank,False,deposit_structure,table,found,True,usable,7 data rows,"[table p.23 hits=3] 吸收存款 | 407,119,311 | | | 8,509,465 | / 其中：公司存款 | 194,429,265 | | | 3,466,279 |","吸收存款 407,119,311 8,509,465 2.09% 352,583,797 7,800,161 2.21% 其中：公司存款 194,429,265 3,466,279 1.78% 175,744,829 3,325,320 1.89% 活期 76,363,161 651,801 0.85% 72,343,142 571,494 0.79% 定期 118,066,104 2,814,…",23,http://static.cninfo.com.cn/finalpage/2025-04-29/1223374198.PDF,outputs/generalization/full_market_2024/szse_main/002966/002966.pdf,CORRECT,loc:p23|exact-label:吸收存款,model-gpt-5.4,2026-06-25
